description,crop,status,disease,recommended_pesticide
Field observation shows: severe Leaflets may become fern-like and narrow. sudden Virus spreads easily through plant contact.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
slight Leaves appear crumpled and thickened. sporadic Virus spreads via whiteflies rapidly.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Visual check indicates: clear Leaves look lush green with a glossy surface.,Tomato,Healthy,healthy,None
Visual check indicates: sudden Affected plants exhibit reduced tuber size.,Potato,Unhealthy,Early_blight,Neem oil
Farmer reports: sudden Leaves curl and become brittle.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
According to the grower: severe Lesions become raised and scabby on fruit. sporadic Lower leaves drop early under stress.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
"According to the grower: slight Mites thrive in hot, dry conditions.",Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Inspection reveals: clear Spots enlarge and develop yellow halos. severe Plant growth becomes stunted and uneven. notable Lower leaves drop early under stress.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Farmer reports: clear Leaves appear crumpled and thickened. sudden Internodes shorten dramatically. clear Veins become thick and prominent.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
notable Flowers often drop without fruit setting.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
extensive No spots or discoloration on leaves. extensive Stems remain firm and robust.,Tomato,Healthy,healthy,None
Field observation shows: visible Flowers appear healthy and plentiful. visible No sign of curling or wilting.,Tomato,Healthy,healthy,None
Visual check indicates: sporadic Stems may show sunken brown streaks.,Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: moderate No visible blemishes on leaves or stems.,Pepper_bell,Healthy,healthy,None
Visual check indicates: extensive Leaves yellow around brown lesions. visible Severe cases cause significant leaf loss.,Potato,Unhealthy,Early_blight,Neem oil
visible Yellow halos surround each small lesion. visible Stems remain largely unaffected. extensive Growth appears patchy across the field.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Agronomist notes: severe Spots remain less than ⅛ inch in diameter. notable Spots increase rapidly in wet conditions. extensive Stems remain largely unaffected.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Farmer reports: moderate Blight odor is noticeable in severe infections. notable Stems show brown streaks near soil level.,Potato,Unhealthy,Late_blight,Sulfur spray
Agronomist notes: clear Spots develop yellow halos as they expand.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Agronomist notes: extensive No unusual odor detected in the field. sudden Growth appears vigorous and steady. rapid No signs of wilting or discoloration.,Potato,Healthy,healthy,None
Farmer complains: visible Dark concentric rings form on lower leaves. visible Leaf edges appear scorched and curled. slight Overall growth appears stunted.,Tomato,Unhealthy,Early_blight,Horticultural oil
slight Growth appears vigorous and balanced.,Pepper_bell,Healthy,healthy,None
"Farmer complains: moderate Infected fruit shows raised, scabby lesions. severe Leaves develop yellow halos around spots. clear Tiny dark spots appear on young leaves.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
"Farmer complains: clear Spots expand during warm, humid weather.",Tomato,Unhealthy,Early_blight,Horticultural oil
Inspection reveals: slight Overall growth appears stunted. slight Leaf edges appear scorched and curled. visible Older leaves show symptoms first.,Tomato,Unhealthy,Early_blight,Horticultural oil
"According to the grower: sudden Plant vigor declines noticeably. rapid Fruit development may be stunted. slight Mites thrive in hot, dry conditions.",Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Visual check indicates: sporadic Symptoms worsen under high light conditions.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
"Field observation shows: severe Infected fruit shows raised, scabby lesions. extensive Leaves develop yellow halos around spots. moderate Tiny dark spots appear on young leaves.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Field observation shows: moderate Fruit development may be stunted. notable Fine yellow dust may be visible on foliage.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Farmer complains: sudden Spots develop yellow halos as they expand. clear Severe infections lead to premature leaf drop. visible Lesions coalesce into large blighted zones.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Farmer complains: sudden Overall growth appears stunted. notable Leaves drop prematurely under stress.,Tomato,Unhealthy,Early_blight,Horticultural oil
Visual check indicates: rapid Severe infections lead to premature leaf drop. rapid Lesions coalesce into large blighted zones. slight Small dark lesions appear on the lower leaves.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Visual check indicates: sudden Leaves turn bronze and curl under. clear Fine yellow dust may be visible on foliage.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
severe Large brown blotches develop rapidly on leaves. visible Leaves become limp and collapse suddenly. extensive New leaves become infected almost overnight.,Potato,Unhealthy,Late_blight,Sulfur spray
Field observation shows: severe Lower leaves drop prematurely.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Inspection reveals: visible Growth appears patchy across the field.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
According to the grower: rapid Lesions merge into large yellow areas.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Farmer complains: notable Plant vigor decreases over time. slight Yellowing appears around brown lesions. rapid Leaf edges appear scorched and curled.,Tomato,Unhealthy,Early_blight,Horticultural oil
Field observation shows: slight Veins become thick and prominent.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Inspection reveals: moderate Flowers appear healthy and plentiful. clear Fruits develop evenly with no blemishes.,Tomato,Healthy,healthy,None
Field observation shows: visible Plant stands tall and vigorous. severe Flowers appear healthy and plentiful.,Tomato,Healthy,healthy,None
Farmer complains: clear No sign of curling or wilting.,Tomato,Healthy,healthy,None
"Field observation shows: severe Leaves collapse suddenly without warning. clear Edges of lesions look water-soaked. extensive Cool, moist weather promotes rapid spread.",Tomato,Unhealthy,Late_blight,Neem oil
Inspection reveals: notable Leaves show circular or irregular necrotic areas. severe Growth appears stunted with patchy foliage. severe Lesions coalesce into large blighted zones.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Inspection reveals: visible Leaves become limp and collapse suddenly. slight Stems show brown streaks near soil level. moderate Blight odor is noticeable in severe infections.,Potato,Unhealthy,Late_blight,Sulfur spray
Field observation shows: slight Growth appears vigorous and steady. slight No signs of wilting or discoloration.,Potato,Healthy,healthy,None
clear Large brown blotches develop rapidly on leaves.,Potato,Unhealthy,Late_blight,Sulfur spray
Visual check indicates: visible Leaves turn bronze and curl under. clear Webbing may be visible between leaves and stems. visible Leaf surfaces feel dry and rough.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Field observation shows: clear Bacterial ooze may be visible under moist conditions.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Farmer reports: extensive Leaves develop a musty odor. visible Plant growth slows noticeably.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Visual check indicates: sporadic Leaves develop yellow halos around spots.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Visual check indicates: sudden Growth appears patchy across the field.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Farmer reports: notable Blight odor is noticeable in severe infections. moderate Whole fields can appear scorched and dead.,Potato,Unhealthy,Late_blight,Sulfur spray
Farmer reports: slight Brown patches coalesce into larger necrotic areas. clear Affected plants exhibit reduced tuber size. sudden Severe cases cause significant leaf loss.,Potato,Unhealthy,Early_blight,Neem oil
Farmer complains: visible Leaf edges remain intact and smooth. notable Tuber development appears uniform and healthy.,Potato,Healthy,healthy,None
Farmer complains: slight Virus spreads via whiteflies rapidly.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
slight Lower leaves drop prematurely. rapid Tiny dark spots appear on young leaves. rapid New growth appears stunted and distorted.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
"Field observation shows: sporadic Warm, wet weather increases disease spread. sudden Leaves develop yellow halos around spots.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Agronomist notes: extensive Lower leaves drop early under stress. clear Warm weather accelerates disease spread. sporadic Tiny dark specks appear on young leaves.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Visual check indicates: sporadic Yellowing appears around brown lesions. rapid Overall growth appears stunted.,Tomato,Unhealthy,Early_blight,Horticultural oil
"Farmer complains: rapid Lesions spread quickly under cool, wet weather. moderate Infected tubers show dark, firm patches beneath the skin.",Potato,Unhealthy,Late_blight,Sulfur spray
"Agronomist notes: rapid Spots expand during warm, humid weather. clear Yellowing appears around brown lesions.",Tomato,Unhealthy,Early_blight,Horticultural oil
Farmer complains: notable Leaves develop a musty odor.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
severe Virus spreads via whiteflies rapidly. notable Veins become thick and prominent. extensive Fruit production decreases sharply.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Visual check indicates: moderate Spots remain less than ⅛ inch in diameter. severe Stems remain largely unaffected. slight Spots increase rapidly in wet conditions.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
"Inspection reveals: visible Lower leaves drop prematurely. visible Tiny dark spots appear on young leaves. clear Warm, wet weather increases disease spread.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Inspection reveals: sudden Leaf edges become ragged and torn. notable Brown streaks may appear on stems. rapid Spots may merge into larger dead zones.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
"Field observation shows: rapid Lesions enlarge during warm, humid weather.",Potato,Unhealthy,Early_blight,Neem oil
According to the grower: extensive Lesions become raised and scabby on fruit.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Inspection reveals: sudden Spots sometimes merge into larger dead areas. moderate Tiny dark spots appear on young leaves.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Inspection reveals: sporadic Surfaces remain free of lesions or mold.,Pepper_bell,Healthy,healthy,None
Visual check indicates: notable Yellowing appears around brown lesions. sudden Leaves drop prematurely under stress.,Tomato,Unhealthy,Early_blight,Horticultural oil
Farmer reports: severe Leaves drop prematurely under stress.,Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: sporadic Fruit development may be reduced. severe Undersides develop fuzzy white or olive mold. clear Disease thrives in high humidity and poor airflow.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Inspection reveals: notable Plants show no signs of stress or pests. sudden Plants maintain strong upright growth.,Potato,Healthy,healthy,None
Inspection reveals: visible Plants look generally stressed. sudden Spots remain less than ⅛ inch in diameter.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Farmer reports: sporadic Lesions coalesce into large blighted zones. notable Small dark lesions appear on the lower leaves. notable The affected areas appear sunken and dry.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Visual check indicates: rapid Leaf edges appear scorched and curled. moderate Overall growth appears stunted.,Tomato,Unhealthy,Early_blight,Horticultural oil
Field observation shows: extensive Spots may merge into larger dead zones. sudden Leaf edges become ragged and torn.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Inspection reveals: slight Stems show brown streaks near soil level. sudden Large brown blotches develop rapidly on leaves. sporadic New leaves become infected almost overnight.,Potato,Unhealthy,Late_blight,Sulfur spray
According to the grower: moderate Fruits develop firm dark lesions with greasy texture. moderate Stems turn brown and brittle.,Tomato,Unhealthy,Late_blight,Neem oil
Inspection reveals: visible Surfaces remain free of lesions or mold. rapid No unusual wilting or curling of leaves.,Pepper_bell,Healthy,healthy,None
visible Leaf edges become ragged and torn. moderate Warm weather accelerates disease spread.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Inspection reveals: notable Infestation begins on lower leaves. clear Leaves appear stippled with pale spots. notable Leaf surfaces feel dry and rough.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
According to the grower: clear Severe infections reduce fruit yield. moderate Leaves become thin and sparse. moderate Stems remain largely unaffected.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
notable Stems may show sunken brown streaks. extensive Yellowing appears around brown lesions.,Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: rapid Affected plants exhibit reduced tuber size. severe Foliage appears scorched and curled. extensive Dark spots sometimes appear on stems.,Potato,Unhealthy,Early_blight,Neem oil
"Agronomist notes: slight Overall growth appears stunted. visible Spots expand during warm, humid weather. visible Leaf edges appear scorched and curled.",Tomato,Unhealthy,Early_blight,Horticultural oil
Inspection reveals: sudden Growth appears patchy across the field. sporadic Plants look generally stressed.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
clear Dark spots sometimes appear on stems. visible Severe cases cause significant leaf loss. severe Leaves yellow around brown lesions.,Potato,Unhealthy,Early_blight,Neem oil
Visual check indicates: rapid Dark concentric rings form on lower leaves.,Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: sporadic Lower leaves drop early under stress. extensive Spots may merge into larger dead zones.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
According to the grower: clear Leaves drop prematurely under stress.,Tomato,Unhealthy,Early_blight,Horticultural oil
Farmer complains: slight Leaf edges become ragged and torn. notable Brown streaks may appear on stems. rapid Tiny dark specks appear on young leaves.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
slight Edges of lesions appear water-soaked and greasy. clear White fungal growth may appear under humid conditions.,Potato,Unhealthy,Late_blight,Sulfur spray
Field observation shows: slight Small dark lesions appear on the lower leaves. notable Spots develop yellow halos as they expand.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Farmer reports: visible Leaves are lush green with no visible spots.,Potato,Healthy,healthy,None
"Inspection reveals: rapid Lesions enlarge during warm, humid weather. slight Lower leaves drop prematurely under stress. notable Foliage appears scorched and curled.",Potato,Unhealthy,Early_blight,Neem oil
Farmer reports: extensive Growth appears vigorous and steady. slight Leaves are lush green with no visible spots.,Potato,Healthy,healthy,None
Inspection reveals: rapid Leaf edges appear scorched and curled. moderate Older leaves show symptoms first.,Tomato,Unhealthy,Early_blight,Horticultural oil
Field observation shows: extensive Severe cases cause significant leaf loss. sudden Brown patches coalesce into larger necrotic areas.,Potato,Unhealthy,Early_blight,Neem oil
rapid Fruit rot occurs quickly after infection.,Tomato,Unhealthy,Late_blight,Neem oil
Farmer complains: severe Stems are firm and unblemished. moderate Plants maintain strong upright growth. notable Tuber development appears uniform and healthy.,Potato,Healthy,healthy,None
Visual check indicates: sporadic Spots enlarge and develop yellow halos.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
sporadic Foliage appears scorched and curled. notable Leaves yellow around brown lesions.,Potato,Unhealthy,Early_blight,Neem oil
Inspection reveals: extensive Internodes shorten dramatically. extensive Leaf edges show bright yellow coloring. slight Growth becomes stunted and bushy.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Field observation shows: severe Plant canopy is full and evenly spaced. sudden No unusual wilting or curling of leaves. severe Leaves look vibrant green with a smooth texture.,Pepper_bell,Healthy,healthy,None
Visual check indicates: sudden Leaf edges remain intact and smooth. extensive Stems are firm and unblemished.,Potato,Healthy,healthy,None
Inspection reveals: slight Large irregular brown patches appear on leaves. visible Infected areas emit a musty odor. moderate Fruits develop firm dark lesions with greasy texture.,Tomato,Unhealthy,Late_blight,Neem oil
Agronomist notes: rapid No sign of curling or wilting. moderate Flowers appear healthy and plentiful.,Tomato,Healthy,healthy,None
Inspection reveals: visible Leaf edges become ragged and torn. severe Spots enlarge and develop yellow halos. visible Tiny dark specks appear on young leaves.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
"Inspection reveals: moderate Lower leaves drop prematurely. notable Infected fruit shows raised, scabby lesions.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Farmer complains: slight Edges of lesions look water-soaked.,Tomato,Unhealthy,Late_blight,Neem oil
According to the grower: visible Spots are more prominent under humid conditions. sporadic Spots develop yellow halos as they expand.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
rapid Foliage appears scorched and curled. severe Brown patches coalesce into larger necrotic areas. rapid Leaves yellow around brown lesions.,Potato,Unhealthy,Early_blight,Neem oil
slight Lower leaves drop prematurely under stress. rapid Small dark spots develop with concentric rings.,Potato,Unhealthy,Early_blight,Neem oil
sudden Severe infections reduce fruit yield. sudden Lower leaves drop early in the season. visible Stems remain largely unaffected.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Farmer reports: sudden Whole fields can appear scorched and dead.,Potato,Unhealthy,Late_blight,Sulfur spray
According to the grower: clear Spots increase rapidly in wet conditions.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Farmer complains: sudden Leaves drop prematurely under stress. sporadic Leaf edges appear scorched and curled.,Tomato,Unhealthy,Early_blight,Horticultural oil
Visual check indicates: clear Stems are firm and unblemished. severe Growth appears vigorous and steady.,Potato,Healthy,healthy,None
Field observation shows: sudden Spots remain less than ⅛ inch in diameter.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Field observation shows: rapid Edges of lesions look water-soaked.,Tomato,Unhealthy,Late_blight,Neem oil
Agronomist notes: extensive Stems appear firm and upright. rapid Fruit set appears normal and healthy.,Pepper_bell,Healthy,healthy,None
notable Flower formation may be reduced.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
"Inspection reveals: slight Warm, wet weather increases disease spread. sporadic New growth appears stunted and distorted. extensive Infected fruit shows raised, scabby lesions.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Visual check indicates: notable Webbing may be visible between leaves and stems. slight Fruit development may be stunted.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
"Field observation shows: rapid Bacterial ooze may be visible under moist conditions. clear Spots sometimes merge into larger dead areas. extensive Infected fruit shows raised, scabby lesions.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
notable Fruit rot occurs quickly after infection.,Tomato,Unhealthy,Late_blight,Neem oil
Inspection reveals: rapid Leaf surfaces feel dry and rough. visible Infested leaves drop prematurely.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
"Visual check indicates: sudden Infected fruit shows raised, scabby lesions. clear Lesions become angular and water-soaked. sporadic Tiny dark spots appear on young leaves.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Visual check indicates: slight Stems show brown streaks near soil level. visible Blight odor is noticeable in severe infections. moderate Edges of lesions appear water-soaked and greasy.,Potato,Unhealthy,Late_blight,Sulfur spray
Field observation shows: notable Tiny dark specks appear with pale centers. visible Yellow halos surround each small lesion. severe Severe infections reduce fruit yield.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Visual check indicates: sudden Spots remain less than ⅛ inch in diameter.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
rapid Brown streaks may appear on stems. severe Tiny dark specks appear on young leaves. clear Leaf edges become ragged and torn.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Farmer complains: rapid Tuber development appears uniform and healthy. sudden Leaf edges remain intact and smooth. extensive Plants show no signs of stress or pests.,Potato,Healthy,healthy,None
Farmer complains: extensive Plants maintain strong upright growth. slight Growth appears vigorous and steady. extensive Leaves are lush green with no visible spots.,Potato,Healthy,healthy,None
"Agronomist notes: sporadic Spots expand during warm, humid weather. sudden Leaf edges appear scorched and curled.",Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: slight Whole fields can appear scorched and dead.,Potato,Unhealthy,Late_blight,Sulfur spray
Visual check indicates: visible Tiny dark specks appear with pale centers.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Field observation shows: moderate Growth becomes stunted and bushy.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Farmer complains: slight Fruit development may be stunted.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Farmer reports: slight Fruits show dark specks near the stem end.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
According to the grower: extensive Flowers appear healthy and plentiful. slight Fruits develop evenly with no blemishes.,Tomato,Healthy,healthy,None
slight Plant vigor decreases over time. severe Leaves drop prematurely under stress.,Tomato,Unhealthy,Early_blight,Horticultural oil
Farmer reports: visible Dark spots sometimes appear on stems. clear Leaves yellow around brown lesions. clear Severe cases cause significant leaf loss.,Potato,Unhealthy,Early_blight,Neem oil
Visual check indicates: notable Fruit development may be reduced.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Inspection reveals: slight Edges of lesions look water-soaked. sudden Leaves collapse suddenly without warning.,Tomato,Unhealthy,Late_blight,Neem oil
"Field observation shows: slight Lesions become angular and water-soaked. sudden Spots sometimes merge into larger dead areas. sporadic Warm, wet weather increases disease spread.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Farmer reports: sporadic Leaves collapse suddenly without warning.,Tomato,Unhealthy,Late_blight,Neem oil
Visual check indicates: extensive Leaves yellow around brown lesions. clear Small dark spots develop with concentric rings.,Potato,Unhealthy,Early_blight,Neem oil
Agronomist notes: notable Leaves show circular or irregular necrotic areas. rapid Spots are more prominent under humid conditions. sudden Small dark lesions appear on the lower leaves.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
rapid Leaves curl and become brittle.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Agronomist notes: rapid Leaf edges remain intact and smooth.,Potato,Healthy,healthy,None
"Visual check indicates: slight Mites thrive in hot, dry conditions.",Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Farmer reports: moderate Bacterial ooze may be visible under moist conditions. sudden New growth appears stunted and distorted.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Field observation shows: slight Bacterial ooze may be visible under moist conditions. sudden Spots sometimes merge into larger dead areas.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
"Farmer complains: sporadic Spots sometimes merge into larger dead areas. rapid Infected fruit shows raised, scabby lesions. moderate Warm, wet weather increases disease spread.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
"Field observation shows: sudden Leaf edges appear scorched and curled. visible Fruits develop sunken, leathery patches.",Tomato,Unhealthy,Early_blight,Horticultural oil
Field observation shows: rapid Lower leaves drop early under stress.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
According to the grower: sporadic Spots increase rapidly in wet conditions. visible Tiny dark specks appear with pale centers.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Farmer reports: moderate Edges of lesions appear water-soaked and greasy.,Potato,Unhealthy,Late_blight,Sulfur spray
According to the grower: notable Spots develop yellow halos as they expand. severe Severe infections lead to premature leaf drop.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
"Farmer reports: notable Leaves turn bronze and curl under. extensive Mites thrive in hot, dry conditions.",Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Agronomist notes: slight Fruit development may be reduced. sudden Disease thrives in high humidity and poor airflow. clear Plant growth slows noticeably.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Visual check indicates: rapid Flowers often drop without fruit setting. clear Growth becomes stunted and bushy.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
extensive Flowers appear healthy and plentiful. clear Plant stands tall and vigorous. sporadic Plants appear free from any pests or diseases.,Tomato,Healthy,healthy,None
"visible Stems show brown streaks near soil level. severe Infected tubers show dark, firm patches beneath the skin. extensive New leaves become infected almost overnight.",Potato,Unhealthy,Late_blight,Sulfur spray
Visual check indicates: extensive Leaf edges show bright yellow coloring.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Inspection reveals: rapid Leaves yellow around brown lesions.,Potato,Unhealthy,Early_blight,Neem oil
"Inspection reveals: severe Infected tubers show dark, firm patches beneath the skin. rapid Whole fields can appear scorched and dead. notable Stems show brown streaks near soil level.",Potato,Unhealthy,Late_blight,Sulfur spray
Agronomist notes: sudden Plants maintain strong upright growth. severe No unusual odor detected in the field.,Potato,Healthy,healthy,None
extensive Leaf edges appear scorched and curled.,Tomato,Unhealthy,Early_blight,Horticultural oil
"Farmer reports: slight Mites thrive in hot, dry conditions.",Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
According to the grower: extensive Leaves may appear leathery.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
notable Growth appears vigorous and steady. severe No signs of wilting or discoloration. notable Plants maintain strong upright growth.,Potato,Healthy,healthy,None
Field observation shows: sudden Growth becomes stunted and bushy. visible Internodes shorten dramatically.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Farmer reports: sporadic New leaves become infected almost overnight.,Potato,Unhealthy,Late_blight,Sulfur spray
According to the grower: slight Edges of lesions appear water-soaked and greasy. rapid Leaves become limp and collapse suddenly. moderate Stems show brown streaks near soil level.,Potato,Unhealthy,Late_blight,Sulfur spray
Inspection reveals: notable Leaves turn bronze and curl under. clear Webbing may be visible between leaves and stems.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Agronomist notes: visible Whole plants may wilt overnight. extensive Fruit rot occurs quickly after infection.,Tomato,Unhealthy,Late_blight,Neem oil
Visual check indicates: clear Leaves develop yellow halos around spots.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Farmer complains: visible Lesions become angular and water-soaked. severe Leaf edges turn brown and crack.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Farmer complains: rapid Flower formation may be reduced. moderate Fruits develop uneven ripening. rapid Virus spreads easily through plant contact.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
Farmer reports: extensive Severe infections reduce fruit yield.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
moderate Brown streaks may appear on stems. rapid Plant growth becomes stunted and uneven. slight Leaf edges become ragged and torn.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Visual check indicates: sporadic Leaves appear crumpled and thickened. slight Growth becomes stunted and bushy. rapid Flowers often drop without fruit setting.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Visual check indicates: moderate Large brown blotches develop rapidly on leaves. slight Edges of lesions appear water-soaked and greasy. rapid New leaves become infected almost overnight.,Potato,Unhealthy,Late_blight,Sulfur spray
"sudden Lesions spread quickly under cool, wet weather. severe Leaves become limp and collapse suddenly. moderate White fungal growth may appear under humid conditions.",Potato,Unhealthy,Late_blight,Sulfur spray
According to the grower: sporadic New leaves become infected almost overnight.,Potato,Unhealthy,Late_blight,Sulfur spray
Agronomist notes: sudden Severe cases cause significant leaf loss. notable Brown patches coalesce into larger necrotic areas. moderate Affected plants exhibit reduced tuber size.,Potato,Unhealthy,Early_blight,Neem oil
Agronomist notes: slight Fruit production decreases sharply.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Agronomist notes: notable Leaves become limp and collapse suddenly. slight White fungal growth may appear under humid conditions. severe Stems show brown streaks near soil level.,Potato,Unhealthy,Late_blight,Sulfur spray
Field observation shows: visible Plant stands tall and vigorous. slight No sign of curling or wilting.,Tomato,Healthy,healthy,None
Visual check indicates: notable Fruit production decreases sharply. visible Leaf edges show bright yellow coloring.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
According to the grower: slight Stems appear firm and upright.,Pepper_bell,Healthy,healthy,None
"Farmer complains: notable Leaves become limp and collapse suddenly. notable Infected tubers show dark, firm patches beneath the skin. severe Whole fields can appear scorched and dead.",Potato,Unhealthy,Late_blight,Sulfur spray
Agronomist notes: sudden Spots are more prominent under humid conditions.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Farmer reports: rapid Flowers appear healthy and plentiful.,Tomato,Healthy,healthy,None
Farmer reports: slight Overall growth appears stunted. severe Leaf edges appear scorched and curled. sudden Older leaves show symptoms first.,Tomato,Unhealthy,Early_blight,Horticultural oil
